year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2017,S,Other Services,f_50-99,Salaries and wages paid,180,DOLLARS(millions)
2017,S,Other Services,f_50-99,"Sales, government funding, grants and subsidies",452,DOLLARS(millions)
2017,S,Other Services,f_50-99,Total income,539,DOLLARS(millions)
2017,S,Other Services,f_50-99,Total expenditure,521,DOLLARS(millions)
2017,S,Other Services,f_50-99,Operating profit before tax,20,DOLLARS(millions)
2017,S,Other Services,f_50-99,Total assets,391,DOLLARS(millions)
2017,S,Other Services,f_50-99,Fixed tangible assets,133,DOLLARS(millions)
2017,S,Other Services,g_100-199,Activity unit,21,COUNT
2017,S,Other Services,g_100-199,Rolling mean employees,3159,COUNT
2017,S,Other Services,g_100-199,Salaries and wages paid,141,DOLLARS(millions)
2017,S,Other Services,g_100-199,"Sales, government funding, grants and subsidies",234,DOLLARS(millions)
2017,S,Other Services,g_100-199,Total income,398,DOLLARS(millions)
2017,S,Other Services,g_100-199,Total expenditure,395,DOLLARS(millions)
2017,S,Other Services,g_100-199,Operating profit before tax,11,DOLLARS(millions)
2017,S,Other Services,g_100-199,Total assets,319,DOLLARS(millions)
2017,S,Other Services,g_100-199,Fixed tangible assets,96,DOLLARS(millions)
2017,S,Other Services,h_200+,Activity unit,6,COUNT
2017,S,Other Services,h_200+,Rolling mean employees,2655,COUNT
2017,S,Other Services,h_200+,Salaries and wages paid,158,DOLLARS(millions)
2017,S,Other Services,h_200+,"Sales, government funding, grants and subsidies",395,DOLLARS(millions)
2017,S,Other Services,h_200+,Total income,483,DOLLARS(millions)
2017,S,Other Services,h_200+,Total expenditure,442,DOLLARS(millions)
2017,S,Other Services,h_200+,Operating profit before tax,22,DOLLARS(millions)
2017,S,Other Services,h_200+,Total assets,621,DOLLARS(millions)
2017,S,Other Services,h_200+,Fixed tangible assets,202,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Activity unit,21576,COUNT
2017,S,Other Services,i_Industry_Total,Rolling mean employees,60798,COUNT
2017,S,Other Services,i_Industry_Total,Salaries and wages paid,2962,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,"Sales, government funding, grants and subsidies",9045,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Total income,10491,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Total expenditure,9373,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Operating profit before tax,837,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Total assets,13340,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Fixed tangible assets,3615,DOLLARS(millions)
2017,all,All Industries,j_Grand_Total,Activity unit,478479,COUNT
2017,all,All Industries,j_Grand_Total,Rolling mean employees,1772925,COUNT
2017,all,All Industries,j_Grand_Total,Salaries and wages paid,99941,DOLLARS(millions)
2017,all,All Industries,j_Grand_Total,"Sales, government funding, grants and subsidies",567028,DOLLARS(millions)
2017,all,All Industries,j_Grand_Total,Total income,646185,DOLLARS(millions)
2017,all,All Industries,j_Grand_Total,Total expenditure,560694,DOLLARS(millions)
2017,all,All Industries,j_Grand_Total,Operating profit before tax,79017,DOLLARS(millions)
2017,all,All Industries,j_Grand_Total,Total assets,2016088,DOLLARS(millions)
2017,all,All Industries,j_Grand_Total,Fixed tangible assets,468656,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,Activity unit,40770,COUNT
2018,A,"Agriculture, Forestry and Fishing",a_0,Rolling mean employees,0,COUNT
2018,A,"Agriculture, Forestry and Fishing",a_0,Salaries and wages paid,377,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,"Sales, government funding, grants and subsidies",10582,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,Total income,12468,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,Total expenditure,8841,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,2193,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,Total assets,68083,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,Fixed tangible assets,38228,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",b_1-5,Activity unit,20487,COUNT
2018,A,"Agriculture, Forestry and Fishing",b_1-5,Rolling mean employees,38493,COUNT
2018,A,"Agriculture, Forestry and Fishing",b_1-5,Salaries and wages paid,1968,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",b_1-5,"Sales, government funding, grants and subsidies",16117,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",b_1-5,Total income,17194,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",b_1-5,Total expenditure,14409,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,1979,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",b_1-5,Total assets,64288,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",b_1-5,Fixed tangible assets,38484,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Activity unit,2229,COUNT
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Rolling mean employees,15717,COUNT
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Salaries and wages paid,712,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,"Sales, government funding, grants and subsidies",4256,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Total income,4409,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Total expenditure,3899,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,431,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Total assets,14340,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Fixed tangible assets,9075,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Activity unit,1251,COUNT
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Rolling mean employees,16374,COUNT
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Salaries and wages paid,690,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,"Sales, government funding, grants and subsidies",3458,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Total income,3602,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Total expenditure,3213,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,335,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Total assets,9927,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Fixed tangible assets,5212,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Activity unit,582,COUNT
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Rolling mean employees,17289,COUNT
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Salaries and wages paid,644,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,"Sales, government funding, grants and subsidies",3211,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Total income,3395,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Total expenditure,2997,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,279,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Total assets,6799,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Fixed tangible assets,3291,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Activity unit,144,COUNT
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Rolling mean employees,9450,COUNT
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Salaries and wages paid,349,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,"Sales, government funding, grants and subsidies",1501,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Total income,1610,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Total expenditure,1424,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,174,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Total assets,4210,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Fixed tangible assets,1595,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Activity unit,36,COUNT
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Rolling mean employees,5154,COUNT
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Salaries and wages paid,198,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,"Sales, government funding, grants and subsidies",638,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Total income,642,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Total expenditure,602,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,35,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Total assets,524,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Fixed tangible assets,C,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Activity unit,21,COUNT
2018,A,"Agriculture, Forestry and Fishing",h_200+,Rolling mean employees,10671,COUNT
2018,A,"Agriculture, Forestry and Fishing",h_200+,Salaries and wages paid,386,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,"Sales, government funding, grants and subsidies",1525,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Total income,1582,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Total expenditure,1445,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,127,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Total assets,3370,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Fixed tangible assets,C,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Activity unit,65520,COUNT
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Rolling mean employees,113151,COUNT
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Salaries and wages paid,5324,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,"Sales, government funding, grants and subsidies",41288,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total income,44901,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total expenditure,36830,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,5552,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total assets,171542,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Fixed tangible assets,97783,DOLLARS(millions)
2018,B,Mining,a_0,Activity unit,423,COUNT
2018,B,Mining,a_0,Rolling mean employees,0,COUNT
2018,B,Mining,a_0,Salaries and wages paid,60,DOLLARS(millions)
2018,B,Mining,a_0,"Sales, government funding, grants and subsidies",1112,DOLLARS(millions)
2018,B,Mining,a_0,Total income,1637,DOLLARS(millions)
2018,B,Mining,a_0,Total expenditure,1025,DOLLARS(millions)
2018,B,Mining,a_0,Operating profit before tax,281,DOLLARS(millions)
2018,B,Mining,a_0,Total assets,3940,DOLLARS(millions)
2018,B,Mining,a_0,Fixed tangible assets,1486,DOLLARS(millions)
2018,B,Mining,b_1-5,Activity unit,150,COUNT
2018,B,Mining,b_1-5,Rolling mean employees,342,COUNT
2018,B,Mining,b_1-5,Salaries and wages paid,37,DOLLARS(millions)
2018,B,Mining,b_1-5,"Sales, government funding, grants and subsidies",526,DOLLARS(millions)
2018,B,Mining,b_1-5,Total income,C,DOLLARS(millions)
2018,B,Mining,b_1-5,Total expenditure,377,DOLLARS(millions)
2018,B,Mining,b_1-5,Operating profit before tax,C,DOLLARS(millions)
2018,B,Mining,b_1-5,Total assets,1129,DOLLARS(millions)
2018,B,Mining,b_1-5,Fixed tangible assets,687,DOLLARS(millions)
2018,B,Mining,c_6-9,Activity unit,27,COUNT
2018,B,Mining,c_6-9,Rolling mean employees,180,COUNT
2018,B,Mining,c_6-9,Salaries and wages paid,14,DOLLARS(millions)
2018,B,Mining,c_6-9,"Sales, government funding, grants and subsidies",111,DOLLARS(millions)
2018,B,Mining,c_6-9,Total income,C,DOLLARS(millions)
2018,B,Mining,c_6-9,Total expenditure,119,DOLLARS(millions)
2018,B,Mining,c_6-9,Operating profit before tax,9,DOLLARS(millions)
2018,B,Mining,c_6-9,Total assets,283,DOLLARS(millions)
2018,B,Mining,c_6-9,Fixed tangible assets,35,DOLLARS(millions)
2018,B,Mining,d_10-19,Activity unit,33,COUNT
2018,B,Mining,d_10-19,Rolling mean employees,504,COUNT
2018,B,Mining,d_10-19,Salaries and wages paid,38,DOLLARS(millions)
2018,B,Mining,d_10-19,"Sales, government funding, grants and subsidies",182,DOLLARS(millions)
2018,B,Mining,d_10-19,Total income,185,DOLLARS(millions)
2018,B,Mining,d_10-19,Total expenditure,158,DOLLARS(millions)
2018,B,Mining,d_10-19,Operating profit before tax,26,DOLLARS(millions)
2018,B,Mining,d_10-19,Total assets,270,DOLLARS(millions)
2018,B,Mining,d_10-19,Fixed tangible assets,150,DOLLARS(millions)
2018,B,Mining,e_20-49,Activity unit,27,COUNT
2018,B,Mining,e_20-49,Rolling mean employees,774,COUNT
2018,B,Mining,e_20-49,Salaries and wages paid,75,DOLLARS(millions)
2018,B,Mining,e_20-49,"Sales, government funding, grants and subsidies",394,DOLLARS(millions)
2018,B,Mining,e_20-49,Total income,410,DOLLARS(millions)
2018,B,Mining,e_20-49,Total expenditure,367,DOLLARS(millions)
2018,B,Mining,e_20-49,Operating profit before tax,34,DOLLARS(millions)
2018,B,Mining,e_20-49,Total assets,586,DOLLARS(millions)
2018,B,Mining,e_20-49,Fixed tangible assets,309,DOLLARS(millions)
2018,B,Mining,f_50-99,Activity unit,12,COUNT
2018,B,Mining,f_50-99,Rolling mean employees,711,COUNT
2018,B,Mining,f_50-99,Salaries and wages paid,100,DOLLARS(millions)
2018,B,Mining,f_50-99,"Sales, government funding, grants and subsidies",931,DOLLARS(millions)
2018,B,Mining,f_50-99,Total income,1196,DOLLARS(millions)
2018,B,Mining,f_50-99,Total expenditure,874,DOLLARS(millions)
2018,B,Mining,f_50-99,Operating profit before tax,265,DOLLARS(millions)
2018,B,Mining,f_50-99,Total assets,2585,DOLLARS(millions)
2018,B,Mining,f_50-99,Fixed tangible assets,C,DOLLARS(millions)
2018,B,Mining,g_100-199,Activity unit,9,COUNT
2018,B,Mining,g_100-199,Rolling mean employees,1194,COUNT
2018,B,Mining,g_100-199,Salaries and wages paid,115,DOLLARS(millions)
2018,B,Mining,g_100-199,"Sales, government funding, grants and subsidies",690,DOLLARS(millions)
2018,B,Mining,g_100-199,Total income,1241,DOLLARS(millions)
2018,B,Mining,g_100-199,Total expenditure,1197,DOLLARS(millions)
2018,B,Mining,g_100-199,Operating profit before tax,C,DOLLARS(millions)
2018,B,Mining,g_100-199,Total assets,2203,DOLLARS(millions)
2018,B,Mining,g_100-199,Fixed tangible assets,362,DOLLARS(millions)
2018,B,Mining,h_200+,Activity unit,3,COUNT
2018,B,Mining,h_200+,Rolling mean employees,1491,COUNT
2018,B,Mining,h_200+,Salaries and wages paid,205,DOLLARS(millions)
2018,B,Mining,h_200+,"Sales, government funding, grants and subsidies",1217,DOLLARS(millions)
2018,B,Mining,h_200+,Total income,1221,DOLLARS(millions)
2018,B,Mining,h_200+,Total expenditure,1091,DOLLARS(millions)
2018,B,Mining,h_200+,Operating profit before tax,C,DOLLARS(millions)
2018,B,Mining,h_200+,Total assets,1013,DOLLARS(millions)
2018,B,Mining,h_200+,Fixed tangible assets,C,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Activity unit,684,COUNT
2018,B,Mining,i_Industry_Total,Rolling mean employees,5196,COUNT
2018,B,Mining,i_Industry_Total,Salaries and wages paid,644,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,"Sales, government funding, grants and subsidies",5164,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Total income,7282,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Total expenditure,5207,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Operating profit before tax,2182,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Total assets,12009,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Fixed tangible assets,5376,DOLLARS(millions)
2018,C,Manufacturing,a_0,Activity unit,8856,COUNT
2018,C,Manufacturing,a_0,Rolling mean employees,0,COUNT
2018,C,Manufacturing,a_0,Salaries and wages paid,317,DOLLARS(millions)
2018,C,Manufacturing,a_0,"Sales, government funding, grants and subsidies",2218,DOLLARS(millions)
2018,C,Manufacturing,a_0,Total income,2237,DOLLARS(millions)
2018,C,Manufacturing,a_0,Total expenditure,2004,DOLLARS(millions)
2018,C,Manufacturing,a_0,Operating profit before tax,256,DOLLARS(millions)
2018,C,Manufacturing,a_0,Total assets,3402,DOLLARS(millions)
2018,C,Manufacturing,a_0,Fixed tangible assets,1777,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Activity unit,6771,COUNT
2018,C,Manufacturing,b_1-5,Rolling mean employees,15354,COUNT
2018,C,Manufacturing,b_1-5,Salaries and wages paid,803,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,"Sales, government funding, grants and subsidies",4416,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Total income,4467,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Total expenditure,4110,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Operating profit before tax,398,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Total assets,2891,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Fixed tangible assets,756,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Activity unit,1818,COUNT
2018,C,Manufacturing,c_6-9,Rolling mean employees,13296,COUNT
2018,C,Manufacturing,c_6-9,Salaries and wages paid,649,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,"Sales, government funding, grants and subsidies",2828,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Total income,2850,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Total expenditure,2635,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Operating profit before tax,245,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Total assets,1630,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Fixed tangible assets,399,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Activity unit,1851,COUNT
2018,C,Manufacturing,d_10-19,Rolling mean employees,25146,COUNT
2018,C,Manufacturing,d_10-19,Salaries and wages paid,1251,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,"Sales, government funding, grants and subsidies",5148,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Total income,5165,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Total expenditure,4893,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Operating profit before tax,358,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Total assets,3721,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Fixed tangible assets,1007,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Activity unit,1194,COUNT
2018,C,Manufacturing,e_20-49,Rolling mean employees,35778,COUNT
2018,C,Manufacturing,e_20-49,Salaries and wages paid,1938,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,"Sales, government funding, grants and subsidies",8785,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Total income,8840,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Total expenditure,8309,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Operating profit before tax,681,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Total assets,6676,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Fixed tangible assets,1706,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Activity unit,423,COUNT
2018,C,Manufacturing,f_50-99,Rolling mean employees,28770,COUNT
2018,C,Manufacturing,f_50-99,Salaries and wages paid,1727,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,"Sales, government funding, grants and subsidies",11666,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Total income,11780,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Total expenditure,11029,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Operating profit before tax,910,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Total assets,7633,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Fixed tangible assets,2133,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Activity unit,183,COUNT
2018,C,Manufacturing,g_100-199,Rolling mean employees,24762,COUNT
2018,C,Manufacturing,g_100-199,Salaries and wages paid,1557,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,"Sales, government funding, grants and subsidies",10879,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Total income,10978,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Total expenditure,10326,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Operating profit before tax,702,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Total assets,9028,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Fixed tangible assets,2828,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Activity unit,156,COUNT
2018,C,Manufacturing,h_200+,Rolling mean employees,91140,COUNT
2018,C,Manufacturing,h_200+,Salaries and wages paid,6967,DOLLARS(millions)
2018,C,Manufacturing,h_200+,"Sales, government funding, grants and subsidies",64669,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Total income,65444,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Total expenditure,62079,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Operating profit before tax,4594,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Total assets,51038,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Fixed tangible assets,18535,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Activity unit,21252,COUNT
2018,C,Manufacturing,i_Industry_Total,Rolling mean employees,234240,COUNT
2018,C,Manufacturing,i_Industry_Total,Salaries and wages paid,15209,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,"Sales, government funding, grants and subsidies",110609,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Total income,111761,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Total expenditure,105387,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Operating profit before tax,8143,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Total assets,86018,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Fixed tangible assets,29141,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Activity unit,561,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Rolling mean employees,0,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Salaries and wages paid,21,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Total income,1264,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Total expenditure,1091,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,163,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Total assets,5943,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Fixed tangible assets,4975,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Activity unit,369,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Rolling mean employees,696,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Salaries and wages paid,41,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,"Sales, government funding, grants and subsidies",252,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total income,254,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total expenditure,218,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,37,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total assets,362,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Fixed tangible assets,210,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Activity unit,66,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Rolling mean employees,489,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Salaries and wages paid,27,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,"Sales, government funding, grants and subsidies",192,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total income,201,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total expenditure,175,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,21,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total assets,270,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Fixed tangible assets,154,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Activity unit,57,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Rolling mean employees,729,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Salaries and wages paid,41,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,"Sales, government funding, grants and subsidies",248,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total income,251,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total expenditure,217,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,38,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total assets,732,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Fixed tangible assets,596,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit,39,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Rolling mean employees,1176,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Salaries and wages paid,72,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total income,443,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total expenditure,397,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,42,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total assets,1004,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Fixed tangible assets,783,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Activity unit,18,COUNT
